,study,subj,run,state,instruction,cot,errors,ipt,ed,pd,pd_ed,streets,turns,sum_deviation,sum_target_deviation,segment_pdist,segment_edist,pdist_to_dest,edist_to_dest,turn,start,goal,rt,rt_mode,rt_log,cot_log,ipt_log,cot_total,cot_log_total,state_ix,H,degree,H_total,N_dis_avg,N_dis_start,N_dis_sym_start,N_dis_goal,N_dis_sym_goal,TH_dis,rt_z,rt_log_z,cot_z,cot_log_z,ipt_z,ipt_log_z,cot_log_total_z,ed_z,pd_z,pd_ed_z,segment_pdist_z,segment_edist_z,pdist_to_dest_z,edist_to_dest_z,degree_z,sum_deviation_z,sum_target_deviation_z,H_z,H_total_z,N_dis_avg_z,N_dis_start_z,N_dis_goal_z,N_dis_sym_start_z,N_dis_sym_goal_z,TH_dis_z,rt_speed,step,steps
71,1,14,1,292523,lombath road,0.3,1.0,3.0,853.1911671,3622.57,4.245906591,8,33,1572.863449,4435.803941,0.0,489.0194488,993.886,858.2543066,1.0,1119535815,3738719792,0.3,cot,-1.2039728043259361,-1.2039728043259361,1.0986122886681098,12.3,-4.570768759270758,10950,1.0986122886681096,0,2.8903717578961645,0.4170118737984005,0.4170118760179668,1.000035446864358,0.4170077922812023,1.0,0.45813436907543764,-0.38202544701288926,-0.07785368417403582,-0.42335502918592877,0.019597066860241173,-1.1160043839181255,-1.4420659396195925,0.6222180927101446,-1.1514797069340839,-0.7527735070719525,1.5305613607666915,-0.5308222200827108,-0.07018356732877623,-0.8011978750395278,-0.7402278519698825,,-0.3199940024034278,0.012132418216415738,0.6944056476634518,-0.9124395645018959,0.01628648803827896,-0.06811954379427841,-0.01348551615903675,0.06363893858052863,0.03704575615701439,0.6944057556806476,slow,5,4
74,1,15,1,2793814639,wandsworth bridge,2.2,0.0,18.4,853.1911671,2914.342,3.415813609,8,31,1212.86345,4236.052379,33.766,33.75361248,1498.61,807.923431,1.0,1119535815,3738719792,2.2,cot,0.7884573603642703,0.7884573603642703,2.91235066461494,4.1000000000000005,-0.9263410677276566,10958,0.0,0,1.0986122886681096,0.4170118762116017,0.41701187605166196,1.0000283608852736,0.41701187603499107,1.0000125000557898,0.0,0.5252294648633489,0.9587862243247567,0.7206320148255398,1.1147330788787362,0.7692820368897316,0.9018269405659095,0.6027173436287367,-1.1514797069340839,-0.9118618898448281,1.0159689785061499,-0.5040748947924422,-0.5090116064974322,-0.6441226749913199,-0.7620479506355962,,-0.6128734829303067,-0.05259997365636267,-1.2722595685032863,-1.337847097170165,0.029049190839902823,-0.0681187957466469,0.0016759648366453173,0.06317465853947148,0.03786420367338154,-1.2722596338122318,slow,4,2
75,1,15,1,292523,york road,1.0,0.0,18.4,853.1911671,2914.342,3.415813609,8,31,1212.86345,4236.052379,504.724,489.0194488,993.886,858.2543066,0.0,1119535815,3738719792,1.0,cot,0.0,0.0,2.91235066461494,4.1000000000000005,-0.9263410677276566,10950,1.0986122886681096,0,1.0986122886681096,0.4170118737984005,0.4170118760179668,1.000035446864358,0.4170077922812023,1.0,0.45813436907543764,-0.18376919212829382,0.3904277992500816,-0.060776194021431175,0.5194618324428265,0.7692820368897316,0.9018269405659095,0.6027173436287367,-1.1514797069340839,-0.9118618898448281,1.0159689785061499,-0.13101125610102496,-0.07018356732877623,-0.8011978750395278,-0.7402278519698825,,-0.6128734829303067,-0.05259997365636267,0.6944056476634518,-1.337847097170165,0.01628648803827896,-0.06811954379427841,-0.01348551615903675,0.06363893858052863,0.03704575615701439,0.6944057556806476,slow,5,2
79,1,16,1,292535,wandsworth bridge rd,0.8,0.0,8.1,853.1911671,3704.294,4.341692862,8,35,1855.590838,4618.142957,1478.537,1284.459547,1852.724,839.3695611,0.0,1119535815,3738719792,0.8,cot,-0.2231435513142097,-0.2231435513142097,2.0918640616783932,12.9,-1.2319608408661042,10949,0.6931471805599453,0,0.6931471805599453,0.4170118750982683,0.4170118760361204,1.0000278355411798,0.41701189658057225,1.0000120733305575,0.2890506054843807,-0.5719793131581394,-0.09895486702291599,-0.5438544138989211,-0.010735345652967087,-1.0712770622196768,-1.5087521598099427,-0.6945754556213496,-1.1514797069340839,-0.7344159456740263,1.5899413175312749,0.6403828410053095,0.6965364250843568,-0.5339188261751926,-0.7484150135317388,,-0.089979971706053,0.07122202191828207,-0.031431968309649005,-1.4341144333755544,0.023161102042136963,-0.06811914077643529,0.0017522430489794781,0.0631402374983527,0.03783626362156189,-0.03143192039419073,fast,3,4
80,1,16,1,2793814639,wandsworth bridge,0.1,0.0,8.1,853.1911671,3704.294,4.341692862,8,35,1855.590838,4618.142957,354.114,354.0942974,1498.61,807.923431,1.0,1119535815,3738719792,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.0918640616783932,12.9,-1.2319608408661042,10958,0.0,0,0.6931471805599453,0.4170118762116017,0.41701187605166196,1.0000283608852736,0.41701187603499107,1.0000125000557898,0.0,-0.7991023791609663,-1.3678590218546796,-0.8429743415433278,-1.3324123941603248,-1.0712770622196768,-1.5087521598099427,-0.6945754556213496,-1.1514797069340839,-0.7344159456740263,1.5899413175312749,-0.25031513165535113,-0.20023712043962044,-0.6441226749913199,-0.7620479506355962,,-0.089979971706053,0.07122202191828207,-1.2722595685032863,-1.4341144333755544,0.029049190839902823,-0.0681187957466469,0.0016759648366453173,0.06317465853947148,0.03786420367338154,-1.2722596338122318,fast,4,4
81,1,16,1,2793814639,york circus,5.1,0.0,8.1,853.1911671,3704.294,4.341692862,8,35,1855.590838,4618.142957,0.0,354.0942974,1498.61,807.923431,1.0,1119535815,3738719792,5.1,cot,1.62924053973028,1.62924053973028,2.0918640616783932,12.9,-1.2319608408661042,10958,0.0,0,0.6931471805599453,0.4170118762116017,0.41701187605166196,1.0000283608852736,0.41701187603499107,1.0000125000557898,0.0,0.8232052351449397,1.0313956729455267,1.2935965702024343,1.166625733791417,-1.0712770622196768,-1.5087521598099427,-0.6945754556213496,-1.1514797069340839,-0.7344159456740263,1.5899413175312749,-0.5308222200827108,-0.20023712043962044,-0.6441226749913199,-0.7620479506355962,,-0.089979971706053,0.07122202191828207,-1.2722595685032863,-1.4341144333755544,0.029049190839902823,-0.0681187957466469,0.0016759648366453173,0.06317465853947148,0.03786420367338154,-1.2722596338122318,slow,4,4
82,1,16,1,2793814639,york rd,0.1,0.0,8.1,853.1911671,3704.294,4.341692862,8,35,1855.590838,4618.142957,0.0,354.0942974,1498.61,807.923431,1.0,1119535815,3738719792,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.0918640616783932,12.9,-1.2319608408661042,10958,0.0,0,0.6931471805599453,0.4170118762116017,0.41701187605166196,1.0000283608852736,0.41701187603499107,1.0000125000557898,0.0,-0.7991023791609663,-1.3678590218546796,-0.8429743415433278,-1.3324123941603248,-1.0712770622196768,-1.5087521598099427,-0.6945754556213496,-1.1514797069340839,-0.7344159456740263,1.5899413175312749,-0.5308222200827108,-0.20023712043962044,-0.6441226749913199,-0.7620479506355962,,-0.089979971706053,0.07122202191828207,-1.2722595685032863,-1.4341144333755544,0.029049190839902823,-0.0681187957466469,0.0016759648366453173,0.06317465853947148,0.03786420367338154,-1.2722596338122318,fast,4,4
86,1,17,1,2793814639,wansworth bridge,2.1,0.0,9.2,853.1911671,2914.342,3.415813609,8,31,1212.86345,4236.052379,33.766,33.75361248,1498.61,807.923431,1.0,1119535815,3738719792,2.1,cot,0.7419373447293773,0.7419373447293773,2.2192034840549946,11.4,3.6462120077945337,10958,0.0,0,1.0986122886681096,0.4170118762116017,0.41701187605166196,1.0000283608852736,0.41701187603499107,1.0000125000557898,0.0,-0.38852387211903333,0.06068804777914178,-0.2922814106433699,0.14935816029628202,-0.2664475441657761,0.0024241205973236537,0.12334188179986248,-1.1514797069340839,-0.9118618898448281,1.0159689785061499,-0.5040748947924422,-0.5090116064974322,-0.6441226749913199,-0.7620479506355962,,-0.6128734829303067,-0.05259997365636267,-1.2722595685032863,-1.337847097170165,0.029049190839902823,-0.0681187957466469,0.0016759648366453173,0.06317465853947148,0.03786420367338154,-1.2722596338122318,slow,4,2
87,1,17,1,292523,york road,5.4,0.0,9.2,853.1911671,2914.342,3.415813609,8,31,1212.86345,4236.052379,504.724,489.0194488,993.886,858.2543066,0.0,1119535815,3738719792,5.4,cot,1.6863989535702288,1.6863989535702288,2.2192034840549946,11.4,3.6462120077945337,10950,1.0986122886681096,0,1.0986122886681096,0.4170118737984005,0.4170118760179668,1.000035446864358,0.4170077922812023,1.0,0.45813436907543764,0.9702539089059553,0.9308648385163435,1.1249851846395833,1.0271966279062437,-0.2664475441657761,0.0024241205973236537,0.12334188179986248,-1.1514797069340839,-0.9118618898448281,1.0159689785061499,-0.13101125610102496,-0.07018356732877623,-0.8011978750395278,-0.7402278519698825,,-0.6128734829303067,-0.05259997365636267,0.6944056476634518,-1.337847097170165,0.01628648803827896,-0.06811954379427841,-0.01348551615903675,0.06363893858052863,0.03704575615701439,0.6944057556806476,slow,5,2
92,1,18,1,292535,wandsworth bridge road,0.4,0.0,16.5,853.1911671,3827.602,4.486218502,9,36,1993.485469,4798.498729,1478.537,1284.459547,1852.724,839.3695611,0.0,1119535815,3738719792,0.4,cot,-0.916290731874155,-0.916290731874155,2.803360380906535,3.9000000000000004,-7.171720824816601,10949,0.6931471805599453,0,1.791759469228055,0.4170118750982683,0.4170118760361204,1.0000278355411798,0.41701189658057225,1.0000120733305575,0.2890506054843807,-0.5008351697116793,-0.20338680325456313,-0.5008351697116793,-0.20338680325456313,0.22902364128482378,0.4024797816757463,-0.23440097815455216,-1.1514797069340839,-0.7067174216069776,1.6795358509125113,0.6403828410053095,0.6965364250843568,-0.5339188261751926,-0.7484150135317388,,0.022204772757586953,0.12966892662694937,-0.031431968309649005,-1.173276998938725,0.023161102042136963,-0.06811914077643529,0.0017522430489794781,0.0631402374983527,0.03783626362156189,-0.03143192039419073,fast,3,3
93,1,18,1,2793814639,wandsworth bridge,0.1,0.0,16.5,853.1911671,3827.602,4.486218502,9,36,1993.485469,4798.498729,354.114,354.0942974,1498.61,807.923431,1.0,1119535815,3738719792,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.803360380906535,3.9000000000000004,-7.171720824816601,10958,0.0,0,1.791759469228055,0.4170118762116017,0.41701187605166196,1.0000283608852736,0.41701187603499107,1.0000125000557898,0.0,-0.6073958441184194,-1.065739303740131,-0.6073958441184194,-1.065739303740131,0.22902364128482378,0.4024797816757463,-0.23440097815455216,-1.1514797069340839,-0.7067174216069776,1.6795358509125113,-0.25031513165535113,-0.20023712043962044,-0.6441226749913199,-0.7620479506355962,,0.022204772757586953,0.12966892662694937,-1.2722595685032863,-1.173276998938725,0.029049190839902823,-0.0681187957466469,0.0016759648366453173,0.06317465853947148,0.03786420367338154,-1.2722596338122318,fast,4,3
94,1,18,1,292523,york road,0.1,0.0,16.5,853.1911671,3827.602,4.486218502,9,36,1993.485469,4798.498729,504.724,489.0194488,993.886,858.2543066,1.0,1119535815,3738719792,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.803360380906535,3.9000000000000004,-7.171720824816601,10950,1.0986122886681096,0,1.791759469228055,0.4170118737984005,0.4170118760179668,1.000035446864358,0.4170077922812023,1.0,0.45813436907543764,-0.6073958441184194,-1.065739303740131,-0.6073958441184194,-1.065739303740131,0.22902364128482378,0.4024797816757463,-0.23440097815455216,-1.1514797069340839,-0.7067174216069776,1.6795358509125113,-0.13101125610102496,-0.07018356732877623,-0.8011978750395278,-0.7402278519698825,,0.022204772757586953,0.12966892662694937,0.6944056476634518,-1.173276998938725,0.01628648803827896,-0.06811954379427841,-0.01348551615903675,0.06363893858052863,0.03704575615701439,0.6944057556806476,fast,5,3
98,1,19,1,292535,wandsworth bridge road,0.3,0.0,23.8,853.1911671,3763.497,4.411082938,9,36,1665.268683,4716.087035,387.88,387.8214293,1993.651,839.3695611,1.0,1119535815,3738719792,0.3,cot,-1.2039728043259361,-1.2039728043259361,3.169685580677429,8.5,-1.9070895159233718,10949,0.6931471805599453,0,1.791759469228055,0.4170118750982683,0.4170118760361204,1.0000278355411798,0.41701189658057225,1.0000120733305575,0.2890506054843807,-0.41357190216364603,0.02161177735909672,-0.3803350958803202,0.08090651060620443,1.8674305628226286,1.2801597315494893,2.093461818378118,-1.1514797069340839,-0.7211172487497272,1.6329577088131852,-0.22356780636508236,-0.16772773805746294,-0.49006092221739816,-0.7484150135317388,,-0.24481734405047953,0.10296222147033329,-0.031431968309649005,-1.173276998938725,0.023161102042136963,-0.06811914077643529,0.0017522430489794781,0.0631402374983527,0.03783626362156189,-0.03143192039419073,slow,3,3
99,1,19,1,2793814639,wandsworth bridge,0.4,0.0,23.8,853.1911671,3763.497,4.411082938,9,36,1665.268683,4716.087035,354.114,354.0942974,1639.537,807.923431,1.0,1119535815,3738719792,0.4,cot,-0.916290731874155,-0.916290731874155,3.169685580677429,8.5,-1.9070895159233718,10958,0.0,0,1.791759469228055,0.4170118762116017,0.41701187605166196,1.0000283608852736,0.41701187603499107,1.0000125000557898,0.0,-0.3476807855477432,0.22140615787589568,-0.3152587486764632,0.2842259935651597,1.8674305628226286,1.2801597315494893,2.093461818378118,-1.1514797069340839,-0.7211172487497272,1.6329577088131852,-0.25031513165535113,-0.20023712043962044,-0.6002647710335256,-0.7620479506355962,,-0.24481734405047953,0.10296222147033329,-1.2722595685032863,-1.173276998938725,0.029049190839902823,-0.0681187957466469,0.0016759648366453173,0.06317465853947148,0.03786420367338154,-1.2722596338122318,slow,4,3
100,1,19,1,292523,york road,5.2,0.0,23.8,853.1911671,3763.497,4.411082938,9,36,1665.268683,4716.087035,504.724,489.0194488,1134.813,858.2543066,1.0,1119535815,3738719792,5.2,cot,1.6486586255873816,1.6486586255873816,3.169685580677429,8.5,-1.9070895159233718,10950,1.0986122886681096,0,1.791759469228055,0.4170118737984005,0.4170118760179668,1.000035446864358,0.4170077922812023,1.0,0.45813436907543764,2.815092812015595,2.002756186271857,2.808405917108675,2.097005541245853,1.8674305628226286,1.2801597315494893,2.093461818378118,-1.1514797069340839,-0.7211172487497272,1.6329577088131852,-0.13101125610102496,-0.07018356732877623,-0.7573399710817335,-0.7402278519698825,,-0.24481734405047953,0.10296222147033329,0.6944056476634518,-1.173276998938725,0.01628648803827896,-0.06811954379427841,-0.01348551615903675,0.06363893858052863,0.03704575615701439,0.6944057556806476,slow,5,3
111,1,21,1,2793814639,townsend rd,6.3,0.0,22.2,853.1911671,3763.497,4.411082938,9,36,1665.268683,4716.087035,354.114,354.0942974,1639.537,807.923431,1.0,1119535815,3738719792,6.3,cot,1.840549633397487,1.840549633397487,3.100092288878234,12.5,2.713515240533268,10958,0.0,0,1.791759469228055,0.4170118762116017,0.41701187605166196,1.0000283608852736,0.41701187603499107,1.0000125000557898,0.0,1.172515563951226,1.3568876188483598,1.6609104291936279,1.5799777825937455,0.40500295809424347,0.6468330274727656,1.6223751931072714,-1.1514797069340839,-0.7211172487497272,1.6329577088131852,-0.25031513165535113,-0.20023712043962044,-0.6002647710335256,-0.7620479506355962,,-0.24481734405047953,0.10296222147033329,-1.2722595685032863,-1.173276998938725,0.029049190839902823,-0.0681187957466469,0.0016759648366453173,0.06317465853947148,0.03786420367338154,-1.2722596338122318,slow,4,2
112,1,21,1,292523,wandsworth bridge rd,2.1,0.0,22.2,853.1911671,3763.497,4.411082938,9,36,1665.268683,4716.087035,504.724,489.0194488,1134.813,858.2543066,1.0,1119535815,3738719792,2.1,cot,0.7419373447293773,0.7419373447293773,3.100092288878234,12.5,2.713515240533268,10950,1.0986122886681096,0,1.791759469228055,0.4170118737984005,0.4170118760179668,1.000035446864358,0.4170077922812023,1.0,0.45813436907543764,-0.05928098913005128,0.6386643814647723,0.1246929751646869,0.8081093554850571,0.40500295809424347,0.6468330274727656,1.6223751931072714,-1.1514797069340839,-0.7211172487497272,1.6329577088131852,-0.13101125610102496,-0.07018356732877623,-0.7573399710817335,-0.7402278519698825,,-0.24481734405047953,0.10296222147033329,0.6944056476634518,-1.173276998938725,0.01628648803827896,-0.06811954379427841,-0.01348551615903675,0.06363893858052863,0.03704575615701439,0.6944057556806476,slow,5,2
116,1,5,2,1611159818,portman place,1.0,0.0,15.5,1269.911809,2768.635,2.180178954,14,26,1295.119927,3111.087952,208.517,208.5075324,2360.759,1140.566467,0.0,1611159818,21533912,1.0,cot,0.0,0.0,2.740840023925201,52.79999999999999,11.521167148018348,189,0.0,0,3.2958368660043287,0.4170118772313568,0.41701180457011355,0.9990661254271084,0.4170118758133937,0.999972671834167,0.0,-0.6467712548712545,-0.2652393289280825,-0.6225660325770426,-0.15951486889383026,0.5859783053625504,0.6940206014524116,1.5577551087411259,-1.029967909801626,-0.9445918736758646,0.24997264495308213,-0.3656480203684726,-0.340567339658952,-0.3758132095282899,-0.6178361963305987,,-0.5459533875951644,-0.41716101839802766,-1.2722595685032863,-0.8161722282965065,0.034442372094926725,-0.06970571821592669,0.0016751421269011772,0.00012808266007860138,0.03525643058687402,-1.2722596338122318,fast,1,6
122,1,5,2,108236,welbeck street,2.9,0.0,15.5,1269.911809,2768.635,2.180178954,14,26,1295.119927,3111.087952,202.833,202.8201891,962.425,622.2754271,0.0,1611159818,21533912,2.9,cot,1.0647107369924282,1.0647107369924282,2.740840023925201,52.79999999999999,11.521167148018348,1947,1.0986122886681096,0,3.2958368660043287,0.41701207278823565,0.4170119462072217,0.998700132906865,0.41701227165373983,0.9996075663113059,0.4581345876881159,0.0029309875598400913,0.4907766405635879,0.23966665035426055,0.6193624090431644,0.5859783053625504,0.6940206014524116,1.5577551087411259,-1.029967909801626,-0.9445918736758646,0.24997264495308213,-0.3701505316801438,-0.34604933613070954,-0.8109888555926948,-0.8425324984186439,,-0.5459533875951644,-0.41716101839802766,0.6944056476634518,-0.8161722282965065,1.0686844947271292,-0.06656131082080632,0.003144752244301649,-0.023852092881169403,0.011350960609549572,0.6944066941345532,slow,2,6
123,1,5,2,1611125463,wigmore street,1.3,0.0,15.5,1269.911809,2768.635,2.180178954,14,26,1295.119927,3111.087952,57.245,57.24421209,905.18,590.6908642,0.0,1611159818,21533912,1.3,cot,0.26236426446749106,0.26236426446749106,2.740840023925201,52.79999999999999,11.521167148018348,1952,0.0,0,3.2958368660043287,0.41701183459139063,0.41701186126597317,1.0003392314369997,0.4170118844694353,1.001246702275182,0.0,-0.5441866902768712,-0.0789431201365205,-0.4864240300089421,0.03241478583438579,0.5859783053625504,0.6940206014524116,1.5577551087411259,-1.029967909801626,-0.9445918736758646,0.24997264495308213,-0.4854762911529758,-0.4863691568704702,-0.8288040770340364,-0.8562254507183142,,-0.5459533875951644,-0.41716101839802766,-1.2722595685032863,-0.8161722282965065,-0.19106771672118752,-0.06844704467633758,0.0017072788366765512,0.0835431906505606,0.11867422229599284,-1.2722596338122318,fast,3,6
125,1,5,2,107339,cavendish place,0.1,0.0,15.5,1269.911809,2768.635,2.180178954,14,26,1295.119927,3111.087952,183.348,182.9440841,550.459,505.3392233,0.0,1611159818,21533912,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.740840023925201,52.79999999999999,11.521167148018348,991,1.0986122886681096,0,3.2958368660043287,0.4170118912420435,0.41701188146726703,0.9992686779211086,0.4170118729691554,1.0001750256436661,0.45813438823923824,-0.9545249486544045,-1.9002290410956428,-1.0309920402813442,-1.8439453410759266,0.5859783053625504,0.6940206014524116,1.5577551087411259,-1.029967909801626,-0.9445918736758646,0.24997264495308213,-0.38558533690672925,-0.3652077958428712,-0.9391968303730897,-0.8932282090354887,,-0.5459533875951644,-0.41716101839802766,0.6944056476634518,-0.8161722282965065,0.10854072373307803,-0.06799856688240008,0.0016645825124279806,0.01339951334181372,0.048505649278141265,0.6944058379464323,fast,4,6
126,1,5,2,3079462260,mortimer street,3.9,0.0,15.5,1269.911809,2768.635,2.180178954,14,26,1295.119927,3111.087952,287.3,287.2956884,263.159,220.4576847,1.0,1611159818,21533912,3.9,cot,1.3609765531356006,1.3609765531356006,2.740840023925201,52.79999999999999,11.521167148018348,1006,0.0,0,3.2958368660043287,0.4170118754268384,0.41701187582779736,0.9990727107601703,0.41701187617964874,0.999978923148832,0.0,0.3448795362077846,0.7011452227866056,0.6934733255812622,0.8360923662099411,0.5859783053625504,0.6940206014524116,1.5577551087411259,-1.029967909801626,-0.9445918736758646,0.24997264495308213,-0.3032410272883552,-0.26462390343130526,-1.0286074884235292,-1.0167337750759962,,-0.5459533875951644,-0.41716101839802766,-1.2722595685032863,-0.8161722282965065,0.024898811287264563,-0.06812376564113697,0.0016765018975700749,0.00055955990097581,0.03566573859697998,-1.2722596338122318,slow,5,6
127,1,5,2,21533911,great titchfield street,5.3,0.0,15.5,1269.911809,2768.635,2.180178954,14,26,1295.119927,3111.087952,46.543,46.54286339,216.616,216.605042,1.0,1611159818,21533912,5.3,cot,1.667706820558076,1.667706820558076,2.740840023925201,52.79999999999999,11.521167148018348,164,1.0986122886681096,0,3.2958368660043287,0.4170118754145989,0.4170118765891981,0.9983048218938169,0.417011875756695,0.9992103320948734,0.45813437085101305,0.8236075043149069,0.9189442666404211,1.3288026708990646,1.0604774761279254,0.5859783053625504,0.6940206014524116,1.5577551087411259,-1.029967909801626,-0.9445918736758646,0.24997264495308213,-0.49395374999490127,-0.49668412340615437,-1.0430921395117354,-1.0184040230666298,,-0.5459533875951644,-0.41716101839802766,0.6944056476634518,-0.8161722282965065,0.024834080282672828,-0.06810686220328353,0.0016749316254051148,-0.049753243757090886,-0.014658151935435614,0.694405763302784,slow,6,6
129,1,6,2,25473511,portman street,0.5,0.0,17.9,1269.911809,2116.611,1.666738575,18,18,1610.71302,2230.838272,91.417,91.4123341,2025.194,1229.628562,,1611159818,21533912,0.5,cot,-0.6931471805599453,-0.6931471805599453,2.884800712846709,13.9,-2.596795565149356,43506,1.3862943611198906,0,4.852030263919617,0.4170118766709427,0.41701187627075503,0.9990763935852173,0.41701187592715944,0.9999826059816913,0.5781012131489511,-0.5098699163625046,-0.276335320987995,-0.41792313427433975,-0.1695876028142373,-0.06269050445320466,0.38917882616169913,0.37310476828861416,-1.029967909801626,-1.0910552211982747,-0.0683200204562556,-0.45840735791187337,-0.4534347067370658,-0.4802444224370814,-0.5792248334820816,,-0.2892013281716559,-0.7024186987942774,1.2093956318839882,-0.446693843986915,0.031478508712192245,-0.06811393178196586,0.0016755644973174245,0.0008008620758241524,0.035906873953302644,1.209395802382903,fast,7,7
130,1,6,2,25497440,portman square,0.7,0.0,17.9,1269.911809,2116.611,1.666738575,18,18,1610.71302,2230.838272,257.865,185.5471408,1767.329,1048.779622,1.0,1611159818,21533912,0.7,cot,-0.35667494393873245,-0.35667494393873245,2.884800712846709,13.9,-2.596795565149356,44009,1.3862943611198906,0,4.852030263919617,0.4170118762467409,0.41701187611976814,0.9990665764781242,0.4170118760024828,0.9999727810544575,0.5781012125608825,-0.4216429288229164,-0.023806763961537324,-0.3181205947461393,0.10024637376718235,-0.06269050445320466,0.38917882616169913,0.37310476828861416,-1.029967909801626,-1.0910552211982747,-0.0683200204562556,-0.32655760372379505,-0.362698724930063,-0.5604946115710063,-0.6576288283927079,,-0.2892013281716559,-0.7024186987942774,1.2093956318839882,-0.446693843986915,0.029235031740629962,-0.06811728375870836,0.0016758441453397967,0.00015763594857598056,0.035263581840994984,1.20939579985846,fast,8,7
133,1,6,2,108211,manchester street,0.9,0.0,17.9,1269.911809,2116.611,1.666738575,18,18,1610.71302,2230.838272,173.488,173.4690401,1433.767,862.1654223,0.0,1611159818,21533912,0.9,cot,-0.10536051565782628,-0.10536051565782628,2.884800712846709,13.9,-2.596795565149356,1928,1.3862943611198906,0,4.852030263919617,0.41701187572135545,0.41701187593241906,0.999066666883802,0.4170118761199594,0.9999728730029446,0.5781012118325437,-0.3334159412833281,0.1648093030608119,-0.21831805521793873,0.3017880291390765,-0.06269050445320466,0.38917882616169913,0.37310476828861416,-1.029967909801626,-1.0910552211982747,-0.0683200204562556,-0.3933958157126894,-0.3743407345521887,-0.6643024706751509,-0.7385322540004519,,-0.2892013281716559,-0.7024186987942774,1.2093956318839882,-0.446693843986915,0.026456424443367536,-0.06812144299241825,0.0016762802928374518,0.00016355941395241003,0.035269602214993506,1.209395796731869,slow,9,7
134,1,6,2,1619527499,Blandford street,2.7,1.0,17.9,1269.911809,2116.611,1.666738575,18,18,1610.71302,2230.838272,164.581,160.0694092,1269.186,728.5199487,1.0,1611159818,21533912,2.7,cot,0.9932517730102834,0.9932517730102834,2.884800712846709,13.9,-2.596795565149356,166,0.0,0,4.852030263919617,0.4170118755421589,0.4170118758848238,0.9990667441622545,0.4170118761557081,0.9999729507508309,0.0,0.4606269465729663,0.9893378846008479,0.6799048005358658,1.1828203709136944,-0.06269050445320466,0.38917882616169913,0.37310476828861416,-1.029967909801626,-1.0910552211982747,-0.0683200204562556,-0.4004513871857814,-0.3872565592952904,-0.7155217380353994,-0.7964719855353043,,-0.2892013281716559,-0.7024186987942774,-1.2722595685032863,-0.446693843986915,0.025508707248790688,-0.06812249962858387,0.0016764130147960438,0.0001686227711376822,0.03527469279743226,-1.2722596338122318,slow,10,7
136,1,6,2,1685938656,weymouth street,1.3,0.0,17.9,1269.911809,2116.611,1.666738575,18,18,1610.71302,2230.838272,1003.609,669.340537,243.285,91.63492965,1.0,1611159818,21533912,1.3,cot,0.26236426446749106,0.26236426446749106,2.884800712846709,13.9,-2.596795565149356,16808,0.0,0,4.852030263919617,0.41701187777700444,0.4170118768972576,0.999124567167995,0.4172149162036545,1.0010048738867843,0.0,-0.15696196620415154,0.440793464608313,-0.018712976161537748,0.5966849891531824,-0.06269050445320466,0.38917882616169913,0.37310476828861416,-1.029967909801626,-1.0910552211982747,-0.0683200204562556,0.26417441520845,0.10362685999251507,-1.0347924776963955,-1.0725826986655567,,-0.2892013281716559,-0.7024186987942774,-1.2722595685032863,-0.446693843986915,0.03732814003529751,-0.068100023143571,0.7554896905898828,0.00395724071081154,0.10284038545560406,-1.2722596338122318,slow,11,7
137,1,6,2,822403,great portland street,5.2,0.0,17.9,1269.911809,2116.611,1.666738575,18,18,1610.71302,2230.838272,59.125,59.12511986,184.16,144.7165184,1.0,1611159818,21533912,5.2,cot,1.6486586255873816,1.6486586255873816,2.884800712846709,13.9,-2.596795565149356,163,0.6931471805599453,0,4.852030263919617,0.4170118760302685,0.41701187613802476,0.9990659430486202,0.4170118759945922,0.9999721469251951,0.28905060613039407,1.5634642908178196,1.4812326941356693,1.9274365446383719,1.70842402572187,-0.06269050445320466,0.38917882616169913,0.37310476828861416,-1.029967909801626,-1.0910552211982747,-0.0683200204562556,-0.4839870720702978,-0.48455616102778193,-1.0531927741016591,-1.0495700749023045,,-0.2892013281716559,-0.7024186987942774,-0.031431968309649005,-0.446693843986915,0.02809017367586412,-0.06811687845358191,0.0016758148505192367,0.00011613304930763215,0.03522206190471451,-0.031431917621004106,slow,12,7
